Name,Sex,Age,Team,NOC,Sport,Medal
Klmn Markovits de Spizza et Kisterpest,M,20,Hungary,HUN,Water Polo,Gold
Klmn Markovits de Spizza et Kisterpest,M,25,Hungary,HUN,Water Polo,Gold
Robert Davies Marland,M,28,Canada,CAN,Rowing,Gold
Patrick Denis Marleau,M,30,Canada,CAN,Ice Hockey,Gold
Patrick Denis Marleau,M,34,Canada,CAN,Ice Hockey,Gold
"Christian F. ""Chris"" Marlowe",M,32,United States,USA,Volleyball,Gold
McKayla Rose Maroney,F,16,United States,USA,Gymnastics,Gold
Paula Marosi (-Fldessy),F,27,Hungary,HUN,Fencing,Gold
Helen Louise Maroulis,F,24,United States,USA,Wrestling,Gold
Antonio Marovelli,M,23,Italy,ITA,Gymnastics,Gold
Dzsenifer Marozsn,F,24,Germany,GER,Football,Gold
"Marcos ""Marquinhos"" Aos Corra",M,22,Brazil,BRA,Football,Gold
Andrea Marrazzi,M,32,Italy,ITA,Fencing,Gold
Karen Elizabeth Marsden,F,33,Australia,AUS,Hockey,Gold
"Michael Lawrence ""Mike"" Marsh",M,24,United States,USA,Athletics,Gold
"Michael Lawrence ""Mike"" Marsh",M,24,United States,USA,Athletics,Gold
Barbara Ann Marshall,F,14,United States,USA,Swimming,Gold
Maritza Martn Garca,F,28,Cuba,CUB,Athletics,Gold
Folke Frithiof Martens Mrtensson,M,23,Sweden,SWE,Wrestling,Gold
Michal Martikn,M,17,Slovakia,SVK,Canoeing,Gold
Michal Martikn,M,29,Slovakia,SVK,Canoeing,Gold
"Robert Doud ""Bob"" Martin",M,23,United States,USA,Rowing,Gold
Frank Hugo Martin,M,34,Sweden,SWE,Equestrianism,Gold
Kevin Martin,M,43,Canada,CAN,Curling,Gold
Mikls Martin,M,21,Hungary,HUN,Water Polo,Gold
Rhona Martin (Howie-),F,35,Great Britain,GBR,Curling,Gold
"Stephen Alexander ""Sam"" Martin",M,29,Great Britain,GBR,Hockey,Gold
William Brittain Martin,M,41,United States,USA,Shooting,Gold
Jnos Martinek,M,23,Hungary,HUN,Modern Pentathlon,Gold
Jnos Martinek,M,23,Hungary,HUN,Modern Pentathlon,Gold
Silvio Martinello,M,33,Italy,ITA,Cycling,Gold
Nicolae Martinescu,M,32,Romania,ROU,Wrestling,Gold
Armando Martnez Limendu,M,18,Cuba,CUB,Boxing,Gold
Estbaliz Martnez Yerro,F,16,Spain,ESP,Rhythmic Gymnastics,Gold
Iker Martnez de Lizarduy Lizarribar,M,27,Spain,ESP,Sailing,Gold
Jonder Martnez Martnez,M,26,Cuba,CUB,Baseball,Gold
"Mara Isabel ""Maribel"" Martnez de Murgua Embara",F,24,Spain,ESP,Hockey,Gold
Miguel Martinez,M,24,France,FRA,Cycling,Gold
Orlando Martnez Romero,M,27,Cuba,CUB,Boxing,Gold
"Angelina L. ""Angel"" Martino (Myers-, -Sims)",F,25,United States,USA,Swimming,Gold
"Angelina L. ""Angel"" Martino (Myers-, -Sims)",F,29,United States,USA,Swimming,Gold
"Angelina L. ""Angel"" Martino (Myers-, -Sims)",F,29,United States,USA,Swimming,Gold
Francesco Martino,M,23,Italy,ITA,Gymnastics,Gold
Francesco Martino,M,23,Italy,ITA,Gymnastics,Gold
Sergey Anatolyevich Martynov,M,44,Belarus,BLR,Shooting,Gold
Joachim Jerzy Marx,M,27,Poland,POL,Football,Gold
Gustavo Marzi,M,23,Italy,ITA,Fencing,Gold
Gustavo Marzi,M,27,Italy,ITA,Fencing,Gold
Daniele Masala,M,29,Italy,ITA,Modern Pentathlon,Gold
Daniele Masala,M,29,Italy,ITA,Modern Pentathlon,Gold
Javier Alejandro Mascherano,M,20,Argentina,ARG,Football,Gold
Javier Alejandro Mascherano,M,24,Argentina,ARG,Football,Gold
"Jesse William ""John"" Mashburn",M,23,United States,USA,Athletics,Gold
Armand mile Nicolas Massard,M,35,France,FRA,Fencing,Gold
Luca Masso,M,22,Argentina,ARG,Hockey,Gold
Paul Michel Pierre Adrien Masson (-Nossam),M,19,France,FRA,Cycling,Gold
Paul Michel Pierre Adrien Masson (-Nossam),M,19,France,FRA,Cycling,Gold
Paul Michel Pierre Adrien Masson (-Nossam),M,19,France,FRA,Cycling,Gold
Carlo Massullo,M,26,Italy,ITA,Modern Pentathlon,Gold
"Hendrika Wilhelmina ""Rie"" Mastenbroek (-Kuiper, -de Wit)",F,17,Netherlands,NED,Swimming,Gold
"Hendrika Wilhelmina ""Rie"" Mastenbroek (-Kuiper, -de Wit)",F,17,Netherlands,NED,Swimming,Gold
"Hendrika Wilhelmina ""Rie"" Mastenbroek (-Kuiper, -de Wit)",F,17,Netherlands,NED,Swimming,Gold
Svetlana Aleksandrovna Masterkova,F,28,Russia,RUS,Athletics,Gold
Svetlana Aleksandrovna Masterkova,F,28,Russia,RUS,Athletics,Gold
Michele Mastromarino,M,26,Italy,ITA,Gymnastics,Gold
Zygmunt Pawe Maszczyk,M,27,Poland,POL,Football,Gold
Viliame Sevaka Mata,M,24,Fiji,FIJ,Rugby Sevens,Gold
Courtney Lynn Kaiulani  Mathewson,F,25,United States,USA,Water Polo,Gold
Courtney Lynn Kaiulani  Mathewson,F,29,United States,USA,Water Polo,Gold
"Robert Bruce ""Bob"" Mathias",M,17,United States,USA,Athletics,Gold
"Robert Bruce ""Bob"" Mathias",M,21,United States,USA,Athletics,Gold
Michael Walter Mathieu,M,28,Bahamas,BAH,Athletics,Gold
ngel Volodia Matos Fuentes,M,23,Cuba,CUB,Taekwondo,Gold
Valter Matoevi,M,26,Croatia,CRO,Handball,Gold
Valter Matoevi,M,34,Croatia,CRO,Handball,Gold
"James Randel ""Randy"" Matson",M,23,United States,USA,Athletics,Gold
Noriko Matsuda,F,24,Japan,JPN,Volleyball,Gold
Kaori Matsumoto,F,24,Japan,JPN,Judo,Gold
Katsumi Matsumura (-Tida),F,20,Japan,JPN,Volleyball,Gold
Yoshiko Matsumura (-Kanda),F,22,Japan,JPN,Volleyball,Gold
Yoshiyuki Matsuoka,M,27,Japan,JPN,Judo,Gold
Misaki Matsutomo,F,24,Japan,JPN,Badminton,Gold
Ennio Mattarelli,M,36,Italy,ITA,Shooting,Gold
"Thomas John ""Johnnie"" Matthews",M,21,Great Britain,GBR,Cycling,Gold
"Kenneth Joseph ""Ken"" Matthews",M,30,Great Britain,GBR,Athletics,Gold
Maurice Kershaw Matthews,M,27,Great Britain,GBR,Shooting,Gold
"Vincent Edward ""Vince"" Matthews",M,20,United States,USA,Athletics,Gold
"Vincent Edward ""Vince"" Matthews",M,24,United States,USA,Athletics,Gold
Katrin Mattscherodt,F,28,Germany,GER,Speed Skating,Gold
Ihor Hryhorovych Matviyenko,M,25,Ukraine,UKR,Sailing,Gold
Renata Magorzata Mauer-Raska,F,27,Poland,POL,Shooting,Gold
Renata Magorzata Mauer-Raska,F,31,Poland,POL,Shooting,Gold
Gisela Mauermayer,F,22,Germany,GER,Athletics,Gold
Maurcio Camargo Lima,M,24,Brazil,BRA,Volleyball,Gold
Maurcio Camargo Lima,M,36,Brazil,BRA,Volleyball,Gold
Serge Jean Maury,M,26,France,FRA,Sailing,Gold
Scott Glenn May,M,22,United States,USA,Basketball,Gold
Torsten May,M,22,Germany,GER,Boxing,Gold
John Edward Mayasich,M,26,United States,USA,Ice Hockey,Gold
Albert Paul Mayaud,M,25,France,FRA,Water Polo,Gold
Anthuan Maybank,M,26,United States,USA,Athletics,Gold
Helene Mayer (-Falkner von Sonnenburg),F,17,Germany,GER,Fencing,Gold
Mihly Mayer,M,22,Hungary,HUN,Water Polo,Gold
Mihly Mayer,M,30,Hungary,HUN,Water Polo,Gold
Bronwyn Mayer-Smith,F,26,Australia,AUS,Water Polo,Gold
Christian Mayerhfer,M,21,Germany,GER,Hockey,Gold
Andrew Lester Maynard,M,24,United States,USA,Boxing,Gold
"Klementina ""Tina"" Maze",F,30,Slovenia,SLO,Alpine Skiing,Gold
"Klementina ""Tina"" Maze",F,30,Slovenia,SLO,Alpine Skiing,Gold
Mariya Valeryevna Mazina,F,36,Russia,RUS,Fencing,Gold
Serafino Mazzarocchi,M,22,Italy,ITA,Gymnastics,Gold
Agustn Alejandro Mazzilli,M,27,Argentina,ARG,Hockey,Gold
Angelo Mazzoni,M,35,Italy,ITA,Fencing,Gold
Angelo Mazzoni,M,39,Italy,ITA,Fencing,Gold
"Kennedy Kane ""Ken"" McArthur",M,30,South Africa,RSA,Athletics,Gold
Marnie Elizabeth McBean,F,24,Canada,CAN,Rowing,Gold
Marnie Elizabeth McBean,F,24,Canada,CAN,Rowing,Gold
Marnie Elizabeth McBean,F,28,Canada,CAN,Rowing,Gold
"Thomas Sean ""Tom"" McBreen",M,19,United States,USA,Swimming,Gold
Frank Reilly McCabe,M,25,United States,USA,Basketball,Gold
"Albert John ""Bert"" McCaffrey",M,29,Canada,CAN,Ice Hockey,Gold
"John Paul ""Pete"" McCaffrey",M,25,United States,USA,Basketball,Gold
Shona Clare McCallin,F,24,Great Britain,GBR,Hockey,Gold
Michael Anthony McCann,M,26,Australia,AUS,Hockey,Gold
"Terrence John ""Terry"" McCann",M,26,United States,USA,Wrestling,Gold
"John William ""Jack"" McCartan",M,24,United States,USA,Ice Hockey,Gold
Katrina Felicia McClain (-Johnson),F,22,United States,USA,Basketball,Gold
Katrina Felicia McClain (-Johnson),F,30,United States,USA,Basketball,Gold
"Robert Bruce ""Rob"" McClanahan",M,22,United States,USA,Ice Hockey,Gold
"Lynette Velma ""Lyn"" McClements (-McKenzie)",F,17,Australia,AUS,Swimming,Gold
Wilbert James McClure,M,21,United States,USA,Boxing,Gold
"Suzanne Theresa ""Suzie"" McConnell (-Serio)",F,22,United States,USA,Basketball,Gold
"Patricia Joan ""Pat"" McCormick (Keller-)",F,22,United States,USA,Diving,Gold
"Patricia Joan ""Pat"" McCormick (Keller-)",F,22,United States,USA,Diving,Gold
"Patricia Joan ""Pat"" McCormick (Keller-)",F,26,United States,USA,Diving,Gold
"Patricia Joan ""Pat"" McCormick (Keller-)",F,26,United States,USA,Diving,Gold
Francena Lynette McCorory,F,23,United States,USA,Athletics,Gold
Francena Lynette McCorory,F,27,United States,USA,Athletics,Gold
Angel Lajuane McCoughtry,F,25,United States,USA,Basketball,Gold
Angel Lajuane McCoughtry,F,29,United States,USA,Basketball,Gold
Walter Lee McCoy,M,25,United States,USA,Athletics,Gold
Nikki Kensengane McCray,F,24,United States,USA,Basketball,Gold
Nikki Kensengane McCray,F,28,United States,USA,Basketball,Gold
"Steven D. ""Steve"" McCrory",M,20,United States,USA,Boxing,Gold
Joan Elizabeth McCusker (Inglis-),F,32,Canada,CAN,Curling,Gold
"Mildred Louise ""Millie"" McDaniel (-Singleton)",F,23,United States,USA,Athletics,Gold
"Richard Terrance ""Terry"" McDermott",M,23,United States,USA,Speed Skating,Gold
Beverly McDonald (-Stewart),F,34,Jamaica,JAM,Athletics,Gold
"Patrick Joseph ""Pat"" McDonald (McDonnell-)",M,33,United States,USA,Athletics,Gold
"Patrick Joseph ""Pat"" McDonald (McDonnell-)",M,41,United States,USA,Athletics,Gold
Antonio Keithflen McDyess,M,26,United States,USA,Basketball,Gold
Dawn McEwen (Askin-),F,33,Canada,CAN,Curling,Gold
Jennifer Yvonne McFalls,F,28,United States,USA,Softball,Gold
"Richard Michael ""Rich"" McGeagh",M,20,United States,USA,Swimming,Gold
"Bradley John ""Brad"" McGee",M,28,Australia,AUS,Cycling,Gold
Pamela Denise McGee,F,21,United States,USA,Basketball,Gold
Carla Renee McGhee,F,28,United States,USA,Basketball,Gold
Tyler Tennant McGill,M,24,United States,USA,Swimming,Gold
Perry McGillivray,M,26,United States,USA,Swimming,Gold
George Frederick McGrath,M,34,Great Britain,GBR,Hockey,Gold
"Matthew John ""Matt"" McGrath",M,36,United States,USA,Athletics,Gold
Scott Anthony McGrory,M,30,Australia,AUS,Cycling,Gold
Edith Marie McGuire (-Duvall),F,20,United States,USA,Athletics,Gold
"Charles Joseph ""Charley"" McIlvaine, Sr.",M,24,United States,USA,Rowing,Gold
Alan Lionel McIntyre,M,26,New Zealand,NZL,Hockey,Gold
"Michael Mackay ""Mike"" McIntyre",M,32,Great Britain,GBR,Sailing,Gold
Ashleigh McIvor (-DeMerit),F,26,Canada,CAN,Freestyle Skiing,Gold
"Kathleen ""Kitty"" McKane (-Godfree)",F,23,Great Britain,GBR,Tennis,Gold
Antonio Ricardo McKay,M,20,United States,USA,Athletics,Gold
Antonio Ricardo McKay,M,24,United States,USA,Athletics,Gold
"Michael Scott ""Mike"" McKay",M,27,Australia,AUS,Rowing,Gold
"Michael Scott ""Mike"" McKay",M,31,Australia,AUS,Rowing,Gold
Jonathan Dunn McKee,M,24,United States,USA,Sailing,Gold
"Edward Daniel ""Ed"" McKeever",M,28,Great Britain,GBR,Canoeing,Gold
"Herbert Henry ""Herb"" McKenley",M,30,Jamaica,JAM,Athletics,Gold
"Donald Ward ""Don"" McKenzie, Jr.",M,21,United States,USA,Swimming,Gold
"Donald Ward ""Don"" McKenzie, Jr.",M,21,United States,USA,Swimming,Gold
Emma McKeon,F,22,Australia,AUS,Swimming,Gold
Josephine Eveline McKim (-Chalmers),F,18,United States,USA,Swimming,Gold
Josephine Eveline McKim (-Chalmers),F,22,United States,USA,Swimming,Gold
"Frank Edward McKinney, Jr.",M,21,United States,USA,Swimming,Gold
Kennedy McKinney,M,22,United States,USA,Boxing,Gold
Mark Anthony McKoy,M,30,Canada,CAN,Athletics,Gold
"James Price ""Jimmy"" McLane, Jr.",M,17,United States,USA,Swimming,Gold
"James Price ""Jimmy"" McLane, Jr.",M,17,United States,USA,Swimming,Gold
"James Price ""Jimmy"" McLane, Jr.",M,21,United States,USA,Swimming,Gold
"Matthew ""Matt"" McLean",M,24,United States,USA,Swimming,Gold
Sally McLellan-Pearson,F,25,Australia,AUS,Athletics,Gold
Omar McLeod,M,22,Jamaica,JAM,Athletics,Gold
Robert Brian McMahon,M,23,Canada,CAN,Rowing,Gold
Brigitte McMahon (Huber-),F,33,Switzerland,SUI,Triathlon,Gold
"William Willard ""Bill"" McMillan",M,31,United States,USA,Shooting,Gold
"James Burge ""Jim"" McMillin",M,21,United States,USA,Rowing,Gold
Harold Edgar McMunn,M,21,Canada,CAN,Ice Hockey,Gold
Winifred Margaret McNair (Slocock-),F,42,Great Britain,GBR,Tennis,Gold
Julianne Lyn McNamara (-Zeile),F,18,United States,USA,Gymnastics,Gold
Duncan Anderson McNaughton,M,21,Canada,CAN,Athletics,Gold
Forest Waldemar McNeir,M,44,United States,USA,Shooting,Gold
Tony McQuay,M,26,United States,USA,Athletics,Gold
"Richard ""Dick"" McTaggart",M,21,Great Britain,GBR,Boxing,Gold
"Robert Patrick ""Bob"" McVey",M,23,United States,USA,Ice Hockey,Gold
Douglas McWhirter,M,25,Great Britain,GBR,Football,Gold
Andrea Bario Mead-Lawrence,F,19,United States,USA,Alpine Skiing,Gold
Andrea Bario Mead-Lawrence,F,19,United States,USA,Alpine Skiing,Gold
Richard John Hannay Meade,M,29,Great Britain,GBR,Equestrianism,Gold
Richard John Hannay Meade,M,33,Great Britain,GBR,Equestrianism,Gold
Richard John Hannay Meade,M,33,Great Britain,GBR,Equestrianism,Gold
Earle Elmer Meadows,M,23,United States,USA,Athletics,Gold
Mary Terstegge Meagher (-Plant),F,19,United States,USA,Swimming,Gold
Mary Terstegge Meagher (-Plant),F,19,United States,USA,Swimming,Gold
Mary Terstegge Meagher (-Plant),F,19,United States,USA,Swimming,Gold
"Helen Meany (-Balfe, -Gravis)",F,23,United States,USA,Diving,Gold
Anna Maree Devenish Meares,F,20,Australia,AUS,Cycling,Gold
Anna Maree Devenish Meares,F,28,Australia,AUS,Cycling,Gold
"Christopher James ""Chris"" Mears",M,23,Great Britain,GBR,Diving,Gold
Jack Chapman Medica,M,21,United States,USA,Swimming,Gold
Nicols Rubn Medina,M,22,Argentina,ARG,Football,Gold
Yevgeniya Vladimirovna Medvedeva (Arbuzova-),F,29,Russia,RUS,Cross Country Skiing,Gold
Zemfira Aliyevna Meftkhtddinova,F,37,Azerbaijan,AZE,Shooting,Gold
Ferdinando Meglio,M,25,Italy,ITA,Fencing,Gold
Charles Thomas Mehan,M,23,United States,USA,Rugby,Gold
George Nicholas Mehnert,M,22,United States,USA,Wrestling,Gold
George Nicholas Mehnert,M,26,United States,USA,Wrestling,Gold
Peter Joseph Mehringer,M,22,United States,USA,Wrestling,Gold
"Catherine Michelle ""Katie"" Meili",F,25,United States,USA,Swimming,Gold
Launi Kay Meili (-Geddes),F,29,United States,USA,Shooting,Gold
Niklas Meinert,M,27,Germany,GER,Hockey,Gold
Sven Meinhardt,M,20,Germany,GER,Hockey,Gold
Yegor Leonidovich Mekhontsev,M,27,Russia,RUS,Boxing,Gold
"Harry Clemens ""Buddy"" Melges, Jr.",M,42,United States,USA,Sailing,Gold
"Judith Ellen ""Judy"" Melick",F,18,United States,USA,Swimming,Gold
Ioannis Melissanidis,M,19,Greece,GRE,Gymnastics,Gold
Hjalmar Stefanus Mellander,M,25,Sweden,SWE,Athletics,Gold
Fleur Northey Mellor (-Wenham),F,20,Australia,AUS,Athletics,Gold
Yury Vasilyevich Melnichenko,M,24,Kazakhstan,KAZ,Wrestling,Gold
"Teignmouth Philip ""Tim"" Melvill",M,43,Great Britain,GBR,Polo,Gold
Ivn Menczel,M,26,Hungary,HUN,Football,Gold
Tams Mendelnyi,M,24,Hungary,HUN,Fencing,Gold
Jessica Mendoza (-Burks),F,23,United States,USA,Softball,Gold
"Aurelio ""Aleardo"" Menegazzi",M,23,Italy,ITA,Cycling,Gold
Alfonso Menndez Valln,M,26,Spain,ESP,Archery,Gold
Osleidys Menndez Sez,F,24,Cuba,CUB,Athletics,Gold
Sarah Gabrielle Cabral de Menezes,F,22,Brazil,BRA,Judo,Gold
Meng Guanliang,M,27,China,CHN,Canoeing,Gold
Meng Guanliang,M,31,China,CHN,Canoeing,Gold
Meng Suping,F,27,China,CHN,Weightlifting,Gold
Franco Menichelli,M,23,Italy,ITA,Gymnastics,Gold
Joaqun Menini,M,24,Argentina,ARG,Hockey,Gold
Carol Jean Menken-Schaudt,F,26,United States,USA,Basketball,Gold
Oksana Vladimirovna Menkova,F,26,Belarus,BLR,Athletics,Gold
"Wilhelm ""Willi"" Menne",M,25,Germany,GER,Rowing,Gold
Pietro Paolo Mennea,M,28,Italy,ITA,Athletics,Gold
Florian Mennigen,M,30,Germany,GER,Rowing,Gold
"Raymond A. ""Ray"" Mercer",M,27,United States,USA,Boxing,Gold
Gaston Antoine Mercier,M,20,France,FRA,Rowing,Gold
"Richard Otis ""Dick"" Meredith",M,27,United States,USA,Ice Hockey,Gold
Lewis Leon Meredith,M,26,Great Britain,GBR,Cycling,Gold
"James Edwin ""Ted"" Meredith",M,20,United States,USA,Athletics,Gold
"James Edwin ""Ted"" Meredith",M,20,United States,USA,Athletics,Gold
Louis Lucien Mrignac,M,26,France,FRA,Fencing,Gold
"Nikolaus Anton ""Toni"" Merkens",M,24,Germany,GER,Cycling,Gold
Iryna Oleksivna Merleni-Mykulchyn (Melnyk-),F,22,Ukraine,UKR,Wrestling,Gold
Gerald Eustace Merlin,M,21,Great Britain,GBR,Shooting,Gold
Sidney Louis Walter Merlin,M,49,Great Britain,GBR,Shooting,Gold
Faustine Lucie Merret,F,26,France,FRA,Sailing,Gold
Aries D'Andre Merritt,M,27,United States,USA,Athletics,Gold
LaShawn Merritt,M,22,United States,USA,Athletics,Gold
LaShawn Merritt,M,22,United States,USA,Athletics,Gold
LaShawn Merritt,M,30,United States,USA,Athletics,Gold
"Suzanne ""Sue"" Merz",F,25,United States,USA,Ice Hockey,Gold
Germn Mesa Fresneda,M,25,Cuba,CUB,Baseball,Gold
Vctor Mesa Martnez,M,32,Cuba,CUB,Baseball,Gold
Lionel Andrs Messi Cuccittini,M,21,Argentina,ARG,Football,Gold
Guido Messina,M,21,Italy,ITA,Cycling,Gold
Erika Mszros,F,26,Hungary,HUN,Canoeing,Gold
Ervin Mszros,M,35,Hungary,HUN,Fencing,Gold
"Harriet Morris ""Holly"" Metcalf",F,26,United States,USA,Rowing,Gold
Ralph Harold Metcalfe,M,26,United States,USA,Athletics,Gold
Petar Metlii,M,27,Croatia,CRO,Handball,Gold
"William Roy ""Bill"" Mettler, Jr.",M,17,United States,USA,Swimming,Gold
Michael Metz,M,28,Germany,GER,Hockey,Gold
Daniela Meuli,F,24,Switzerland,SUI,Snowboarding,Gold
Uwe-Jens Mey,M,28,Germany,GER,Speed Skating,Gold
Christian Meyer,M,22,Germany,GER,Cycling,Gold
"Deborah Elizabeth ""Debbie"" Meyer (-Weber)",F,16,United States,USA,Swimming,Gold
"Deborah Elizabeth ""Debbie"" Meyer (-Weber)",F,16,United States,USA,Swimming,Gold
"Deborah Elizabeth ""Debbie"" Meyer (-Weber)",F,16,United States,USA,Swimming,Gold
"Gertrud ""Trudi"" Meyer (-Baier)",F,22,Germany,GER,Gymnastics,Gold
Walter Meyer,M,27,Germany,GER,Rowing,Gold
Marcel Meyer de Stadelhofen,M,28,Switzerland,SUI,Shooting,Gold
Marcel Meyer de Stadelhofen,M,28,Switzerland,SUI,Shooting,Gold
"Robert Roderick ""Bob"" Meyers",M,27,Canada,CAN,Ice Hockey,Gold
Ferenc Mez (Grnfeld-),M,43,Hungary,HUN,Art Competitions,Gold
Martina Miceli,F,30,Italy,ITA,Water Polo,Gold
Lucien Michard,M,20,France,FRA,Cycling,Gold
Elisabeth Micheler-Jones,F,26,Germany,GER,Canoeing,Gold
Chantelle Lee Michell-Newbery,F,27,Australia,AUS,Diving,Gold
Roger Michelot,M,24,France,FRA,Boxing,Gold
Klaus Michler,M,22,Germany,GER,Hockey,Gold
Anna Mickelson-Cummins,F,28,United States,USA,Rowing,Gold
"Douglas Andrew ""Doug"" Mientkiewicz",M,26,United States,USA,Baseball,Gold
"Georg ""Georges"" Miez",M,23,Switzerland,SUI,Gymnastics,Gold
"Georg ""Georges"" Miez",M,23,Switzerland,SUI,Gymnastics,Gold
"Georg ""Georges"" Miez",M,23,Switzerland,SUI,Gymnastics,Gold
"Georg ""Georges"" Miez",M,31,Switzerland,SUI,Gymnastics,Gold
Aurlio Fernndez Miguel,M,24,Brazil,BRA,Judo,Gold
John Fredrik Mikaelsson,M,34,Sweden,SWE,Athletics,Gold
John Fredrik Mikaelsson,M,38,Sweden,SWE,Athletics,Gold
Reiichi Mikata,M,25,Japan,JPN,Nordic Combined,Gold
Maksim Mikhaylovich Mikhaylov,M,24,Russia,RUS,Volleyball,Gold
Henriette Rnde (-Henriette Mller) Mikkelsen,F,23,Denmark,DEN,Handball,Gold
Meaghan Mikkelson,F,25,Canada,CAN,Ice Hockey,Gold
Meaghan Mikkelson,F,29,Canada,CAN,Ice Hockey,Gold
Zoran Mikuli,M,30,Croatia,CRO,Handball,Gold
Paolo Milanoli,M,30,Italy,ITA,Fencing,Gold
Tiffeny Carleen Milbrett,F,23,United States,USA,Football,Gold
"Rodney ""Rod"" Milburn, Jr.",M,22,United States,USA,Athletics,Gold
Mykola Mykolaiovych Milchev,M,32,Ukraine,UKR,Shooting,Gold
Juan Bautista Miles Passo,M,28,Argentina,ARG,Polo,Gold
Jearl Atawa Miles-Clark,F,29,United States,USA,Athletics,Gold
Jearl Atawa Miles-Clark,F,34,United States,USA,Athletics,Gold
Hctor Milin Prez,M,24,Cuba,CUB,Wrestling,Gold
Ryan Madsen Millar,M,30,United States,USA,Volleyball,Gold
"William Waring ""Bill"" Miller",M,19,United States,USA,Athletics,Gold
Samuel Bode Miller,M,32,United States,USA,Alpine Skiing,Gold
Cheryl Deann Miller,F,20,United States,USA,Basketball,Gold
Cody Miller,M,24,United States,USA,Swimming,Gold
David Engelbert Miller,M,26,Canada,CAN,Ice Hockey,Gold
Gail Louise Miller (-Tune),F,23,Australia,AUS,Water Polo,Gold
Inger Z. Miller,F,24,United States,USA,Athletics,Gold
John Lester Miller,M,20,United States,USA,Rowing,Gold
Ramon Salomon Miller,M,25,Bahamas,BAH,Athletics,Gold
"Reginald Wayne ""Reggie"" Miller",M,31,United States,USA,Basketball,Gold
"Shannon Lee Miller (-Phillips, -Falconetti)",F,19,United States,USA,Gymnastics,Gold
"Shannon Lee Miller (-Phillips, -Falconetti)",F,19,United States,USA,Gymnastics,Gold
Shaunae Miller (-Uibo),F,22,Bahamas,BAH,Athletics,Gold
Joshua Kearney Millner,M,60,Great Britain,GBR,Shooting,Gold
Alice Mary Mills (-Tait),F,18,Australia,AUS,Swimming,Gold
Alice Mary Mills (-Tait),F,18,Australia,AUS,Swimming,Gold
"William Mervin ""Billy"" Mills",M,26,United States,USA,Athletics,Gold
Derek Bruce Mills,M,24,United States,USA,Athletics,Gold
Edwin Archer Mills,M,41,Great Britain,GBR,Tug-Of-War,Gold
Hannah Louise Mills,F,28,Great Britain,GBR,Sailing,Gold
Melissa Ann Mills,F,26,Australia,AUS,Water Polo,Gold
"Ronald Parker ""Ronnie"" Mills",M,17,United States,USA,Swimming,Gold
Lavinia Corina Miloovici,F,15,Romania,ROU,Gymnastics,Gold
Lavinia Corina Miloovici,F,15,Romania,ROU,Gymnastics,Gold
Meinrad Miltenberger,M,31,Germany,GER,Canoeing,Gold
DeLisha Lachell Milton-Jones,F,26,United States,USA,Basketball,Gold
DeLisha Lachell Milton-Jones,F,33,United States,USA,Basketball,Gold
Alain (Ali-) Mimoun Ould Kacha,M,35,France,FRA,Athletics,Gold
Min Hye-Suk,F,22,South Korea,KOR,Handball,Gold
Masayuki Minami,M,31,Japan,JPN,Volleyball,Gold
Revaz Mindorashvili,M,32,Georgia,GEO,Wrestling,Gold
Yukiyo Mine,F,20,Japan,JPN,Softball,Gold
Andrea Minguzzi,M,26,Italy,ITA,Wrestling,Gold
Renzo Minoli,M,24,Italy,ITA,Fencing,Gold
Jevaughn Minzie,M,21,Jamaica,JAM,Athletics,Gold
Danny Miranda Agramonte,M,25,Cuba,CUB,Baseball,Gold
"Maksim Nikolayevich ""Max"" Mirnyi",M,35,Belarus,BLR,Tennis,Gold
Antje Misersky-Harvey,F,24,Germany,GER,Biathlon,Gold
Aleksey Vladimirovich Mishin,M,25,Russia,RUS,Wrestling,Gold
Masumi Mishina,F,26,Japan,JPN,Softball,Gold
"Matthew John ""Matt"" Mitcham",M,20,Australia,AUS,Diving,Gold
"Elizabeth ""Betsy"" Mitchell",F,18,United States,USA,Swimming,Gold
Dennis Allen Mitchell,M,26,United States,USA,Athletics,Gold
"Harold James ""Harry"" Mitchell",M,26,Great Britain,GBR,Boxing,Gold
"Henry Kent Mitchell, II",M,25,United States,USA,Rowing,Gold
Claire Mitchell-Taverner,F,30,Australia,AUS,Hockey,Gold
Branislav Mitrovi,M,31,Serbia,SRB,Water Polo,Gold
Stefan Mitrovi,M,28,Serbia,SRB,Water Polo,Gold
Takashi Mitsukuri,M,21,Japan,JPN,Gymnastics,Gold
